User ID,Product Name,Rating
181212,TeamFortressClassic,1
298950,7DaystoDie,8
298950,ARKSurvivalEvolved,9
298950,AgeofEmpiresIIHDEdition,4
298950,AgeofEmpiresIIHDTheForgotten,1
298950,AgeofEmpiresIIICompleteCollection,3
298950,AgeofWondersIII,3
298950,AlanWake,2
298950,AlanWakesAmericanNightmare,1
298950,AlienBreed2Assault,1
298950,AlienSwarm,4
298950,AlphaProtocol,3
298950,AmnesiaAMachineforPigs,2
298950,AmnesiaTheDarkDescent,7
298950,Aquaria,1
298950,Armikrog,6
298950,ArxFatalis,1
298950,Awesomenauts,3
298950,BaldursGateIIEnhancedEdition,1
298950,Banished,3
298950,BatmanArkhamOrigins,8
298950,BattleBlockTheater,2
298950,BattlefieldBadCompany2,2
298950,BioShockInfinite,8
298950,BioShockInfiniteSeasonPass,1
298950,BioShockInfiniteBurialatSeaEpisode1,1
298950,BioShockInfiniteBurialatSeaEpisode2,1
298950,Borderlands,7
298950,Borderlands2,10
298950,BrokenAge,6
298950,BrothersATaleofTwoSons,5
298950,BrtalLegend,3
298950,Bulletstorm,5
298950,CallofJuarezGunslinger,3
298950,CastleCrashers,5
298950,CaveStory+,2
298950,ChildofLight,1
298950,ChivalryMedievalWarfare,7
298950,CitiesSkylines,5
298950,CompanyofHeroes,1
298950,CompanyofHeroes(NewSteamVersion),1
298950,CompanyofHeroesOpposingFronts,1
298950,CompanyofHeroesTalesofValor,1
298950,CounterStrike,3
298950,CounterStrikeGlobalOffensive,10
298950,CounterStrikeSource,3
298950,CrusaderKingsII,4
298950,Crysis2MaximumEdition,3
298950,DARKSOULSII,9
298950,DARKSOULSIISeasonPass,1
298950,DARKSOULSIICrownoftheOldIronKing,1
298950,DARKSOULSIIScholaroftheFirstSin,10
298950,DarkSoulsPreparetoDieEdition,9
298950,DarkestDungeon,3
298950,Darksiders,1
298950,DarksidersII,8
298950,DayofDefeat,1
298950,DeadIsland,8
298950,Deadlight,1
298950,DearEsther,3
298950,DeathmatchClassic,1
298950,DeusExGameoftheYearEdition,2
298950,DeusExHumanRevolution,9
298950,Dishonored,9
298950,DivinityOriginalSin,9
298950,DivinityOriginalSinEnhancedEdition,4
298950,DmCDevilMayCry,5
298950,DontStarve,5
298950,DontStarveTogetherBeta,1
298950,Dota2,3
298950,DragonAgeOriginsUltimateEdition,2
298950,DriverSanFrancisco,2
298950,DuckTalesRemastered,2
298950,DungeonDefenders,3
298950,DungeonsofDredmor,6
298950,DyingLight,7
298950,EndlessLegend,10
298950,EuroTruckSimulator2,2
298950,FEAR3,1
298950,FTLFasterThanLight,7
298950,Fallout,2
298950,Fallout4,10
298950,FalloutNewVegas,10
298950,FalloutNewVegasCouriersStash,1
298950,FalloutNewVegasDeadMoney,1
298950,FalloutNewVegasHonestHearts,1
298950,FarCry3,10
298950,GalacticCivilizationsIIUltimateEdition,5
298950,GarrysMod,6
298950,Gish,1
298950,GoatSimulator,4
298950,GoneHome,5
298950,GrimFandangoRemastered,1
298950,Guacamelee!GoldEdition,2
298950,Gunpoint,2
298950,GunsofIcarusOnline,4
298950,HalfLife,1
298950,HalfLife2,2
298950,HalfLife2Deathmatch,1
298950,HalfLife2EpisodeOne,1
298950,HalfLife2EpisodeTwo,1
298950,HalfLife2LostCoast,1
298950,HalfLifeBlueShift,1
298950,HalfLifeDeathmatchSource,1
298950,HalfLifeOpposingForce,1
298950,Hardland,4
298950,HitmanAbsolution,8
298950,HitmanSniperChallenge,1
298950,HotlineMiami,6
298950,InsanelyTwistedShadowPlanet,1
298950,Insurgency,2
298950,Jazzpunk,1
298950,JetSetRadio,1
298950,JustCause2,4
298950,JustCause2MultiplayerMod,3
298950,KillingFloor2,6
298950,KingdomsofAmalurReckoning,3
298950,LEGOBatman2,6
298950,LEGOMARVELSuperHeroes,7
298950,LaraCroftandtheGuardianofLight,1
298950,Left4Dead,3
298950,Left4Dead2,8
298950,LegendofGrimrock,8
298950,LegendofGrimrock2,3
298950,LittleInferno,5
298950,LostPlanetExtremeCondition,1
298950,LugaruHD,1
298950,METALGEARSOLIDVGROUNDZEROES,5
298950,METALGEARSOLIDVTHEPHANTOMPAIN,9
298950,Machinarium,6
298950,Magicka,5
298950,MarkoftheNinja,7
298950,MassEffect2,5
298950,MaxPayne3,6
298950,Metro2033,7
298950,MetroLastLight,7
298950,Might&MagicHeroesVI,3
298950,Monaco,4
298950,MonkeyIsland2SpecialEdition,1
298950,MortalKombatX,8
298950,NaturalSelection2,7
298950,Nexuiz,2
298950,NexuizBeta,1
298950,NexuizSTUPIDMode,1
298950,NiGHTSintoDreams,4
298950,Nidhogg,2
298950,ORIONPrelude,4
298950,OctodadDadliestCatch,2
298950,OlliOlli,1
298950,OrcsMustDie!2,7
298950,Outlast,3
298950,PAYDAY2,6
298950,PROTOTYPE2,2
298950,"Papers,Please",3
298950,PatchtestingforChivalry,1
298950,PenumbraOverture,1
298950,PillarsofEternity,9
298950,Portal,2
298950,Portal2,8
298950,PrisonArchitect,5
298950,Prototype,1
298950,Prototype2RADNETAccessPack,1
298950,RAGE,8
298950,RedFactionArmageddon,1
298950,RedFactionGuerrillaSteamEdition,4
298950,Ricochet,1
298950,RiskofRain,1
298950,RocketLeague,9
298950,RogueLegacy,7
298950,Rust,9
298950,STARWARSKnightsoftheOldRepublicIITheSithLords,9
298950,SaintsRowIV,5
298950,SaintsRowTheThird,7
298950,Samorost2,1
298950,Sanctum,6
298950,Sanctum2,3
298950,SatelliteReign,4
298950,SavageLands,3
298950,ScribblenautsUnlimited,2
298950,SeriousSam3BFE,6
298950,SeriousSamHDTheSecondEncounter,2
298950,ShadowWarrior,2
298950,ShadowrunDragonfall,1
298950,ShadowrunDragonfallDirectorsCut,9
298950,ShadowrunHongKong,4
298950,ShadowrunReturns,7
298950,SidMeiersCivilizationBeyondEarth,7
298950,SidMeiersCivilizationV,10
298950,SidMeiersCivilizationVBraveNewWorld,1
298950,"Sir,YouAreBeingHunted",3
298950,SkyrimHighResolutionTexturePack,1
298950,SleepingDogs,4
298950,Sonic&AllStarsRacingTransformed,3
298950,SonicGenerations,6
298950,SouthParkTheStickofTruth,1
298950,SpecOpsTheLine,4
298950,SquishytheSuicidalPig,1
298950,Stacking,1
298950,Starbound,9
298950,StarboundUnstable,1
298950,StateofDecay,6
298950,StyxMasterofShadows,3
298950,SurgeonSimulator,3
298950,TeamFortress2,10
298950,TeamFortressClassic,1
298950,TeleglitchDieMoreEdition,1
298950,Terraria,10
298950,TheBannerSaga,1
298950,TheBannerSagaModContent,1
298950,TheBindingofIsaac,2
298950,TheCave,6
298950,TheElderScrollsVSkyrim,10
298950,TheElderScrollsVSkyrimDawnguard,1
298950,TheElderScrollsVSkyrimDragonborn,1
298950,TheForest,7
298950,TheLongDark,5
298950,TheLordoftheRingsWarintheNorth,2
298950,TheSecretofMonkeyIslandSpecialEdition,2
298950,TheStanleyParable,5
298950,TheSwapper,2
298950,TheTalosPrinciple,3
298950,TheTestamentofSherlockHolmes,2
298950,TheWalkingDead,8
298950,TheWalkingDeadSeasonTwo,1
298950,TheWitcher2AssassinsofKingsEnhancedEdition,9
298950,TheWitcher3WildHunt,10
298950,TheWitcher3WildHuntNewFinisherAnimations,1
298950,TheWolfAmongUs,7
298950,Thief,5
298950,ThiefOpportunist,1
298950,ThiefTheBankHeist,1
298950,Thief2,1
298950,ThiefDeadlyShadows,1
298950,ThiefGold,1
298950,TotheMoon,1
298950,TomClancysSplinterCellBlacklist,7
298950,TombRaider,8
298950,TombRaiderAnniversary,1
298950,Torchlight,7
298950,TorchlightII,8
298950,TowerofGuns,1
298950,TransformersFallofCybertron,5
298950,Transistor,1
298950,TribesAscendSteamStarterPack,1
298950,Trine2,4
298950,Tropico4,9
298950,Undertale,5
298950,UniverseSandbox,2
298950,Unturned,6
298950,VisceraCleanupDetailShadowWarrior,1
298950,"Warhammer40,000DawnofWarII",2
298950,"Warhammer40,000DawnofWarIIChaosRising",3
298950,WarhammerEndTimesVermintide,7
298950,WarhammerEndTimesVermintideSigmarsBlessing,1
298950,Wasteland1TheOriginalClassic,1
298950,Wasteland2,8
298950,Wasteland2DirectorsCut,2
298950,WorldofGoo,1
298950,XCOMEnemyUnknown,9
298950,XCOMEnemyWithin,1
299153,CounterStrike,1
299153,CounterStrikeConditionZero,1
299153,CounterStrikeConditionZeroDeletedScenes,1
299153,CounterStrikeSource,1
299153,DayofDefeat,1
299153,DeathmatchClassic,1
299153,HalfLife,1
299153,HalfLife2,1
299153,HalfLife2Deathmatch,1
299153,HalfLife2LostCoast,1
299153,HalfLifeBlueShift,1
299153,HalfLifeOpposingForce,1
299153,Ricochet,1
299153,TeamFortressClassic,1
381543,CounterStrike,5
381543,CounterStrikeConditionZero,1
381543,CounterStrikeConditionZeroDeletedScenes,1
381543,DayofDefeat,1
381543,DeathmatchClassic,1
381543,HalfLife,1
381543,HalfLifeBlueShift,1
381543,HalfLifeOpposingForce,1
381543,Ricochet,1
381543,TeamFortressClassic,1
547685,CounterStrike,8
547685,CounterStrikeConditionZero,1
547685,CounterStrikeConditionZeroDeletedScenes,1
547685,CounterStrikeGlobalOffensive,10
547685,CounterStrikeNexonZombies,1
547685,CounterStrikeSource,4
547685,DayofDefeat,1
547685,DeathmatchClassic,1
547685,Eldevin,1
547685,FallenEarth,1
547685,HalfLife,1
547685,HalfLifeBlueShift,1
547685,HalfLifeOpposingForce,1
547685,MagickaWizardWars,1
547685,PlanetSide2,1
547685,RaceRoomRacingExperience,2
547685,RagnarokOnline2,1
547685,RealmoftheMadGod,1
547685,Ricochet,1
547685,RiseofIncarnates,1
547685,TeamFortressClassic,1
547685,TheMightyQuestForEpicLoot,1
547685,Unturned,1
547685,Warface,1
547685,theHunter,2
554278,CallofDutyBlackOpsII,3
554278,CallofDutyBlackOpsIIMultiplayer,6
554278,CallofDutyBlackOpsIIZombies,2
554278,CallofDutyModernWarfare2,6
554278,CallofDutyModernWarfare2Multiplayer,1
554278,CounterStrike,1
554278,CounterStrikeConditionZero,1
554278,CounterStrikeConditionZeroDeletedScenes,1
554278,CounterStrikeGlobalOffensive,9
554278,CounterStrikeSource,10
554278,DarkestHourEurope4445,1
554278,DayofDefeat,1
554278,DayofDefeatSource,1
554278,DeathmatchClassic,1
554278,HalfLife,1
554278,HalfLife2,6
554278,HalfLife2Deathmatch,1
554278,HalfLife2EpisodeOne,1
554278,HalfLife2LostCoast,1
554278,HalfLifeBlueShift,1
554278,HalfLifeDeathmatchSource,1
554278,HalfLifeOpposingForce,1
554278,Left4Dead2,6
554278,MareNostrum,1
554278,RedOrchestraOstfront4145,1
554278,Ricochet,1
554278,TeamFortressClassic,1
554278,WarThunder,7
577614,CounterStrike,9
577614,DayofDefeat,1
577614,DeathmatchClassic,1
577614,HalfLife,1
577614,HalfLifeBlueShift,1
577614,HalfLifeOpposingForce,1
577614,Ricochet,1
577614,TeamFortressClassic,1
604988,CounterStrike,1
604988,DayofDefeat,1
604988,DeathmatchClassic,1
604988,HalfLife,1
604988,HalfLifeBlueShift,1
604988,HalfLifeOpposingForce,1
604988,Ricochet,1
604988,TeamFortressClassic,1
622362,CounterStrike,8
622362,CounterStrikeGlobalOffensive,9
622362,DayofDefeat,4
622362,DeathmatchClassic,1
622362,HalfLife,1
622362,HalfLifeBlueShift,1
622362,HalfLifeOpposingForce,1
622362,Ricochet,1
622362,TeamFortress2,8
622362,TeamFortressClassic,1
635733,CounterStrike,3
635733,DayofDefeat,1
635733,DeathmatchClassic,1
635733,HalfLife,1
635733,HalfLifeBlueShift,1
635733,HalfLifeOpposingForce,1
635733,Ricochet,1
635733,TeamFortressClassic,1
683019,CounterStrike,1
683019,CounterStrikeSource,9
683019,DayofDefeat,1
683019,DayofDefeatSource,1
683019,DeathmatchClassic,1
683019,F12014,6
683019,HalfLife,1
683019,HalfLife2Deathmatch,1
683019,HalfLife2LostCoast,1
683019,HalfLifeBlueShift,1
683019,HalfLifeOpposingForce,1
683019,Ricochet,1
683019,TeamFortressClassic,1
714122,CounterStrike,3
714122,CounterStrikeSource,4
714122,DayofDefeat,1
714122,DeathmatchClassic,1
714122,FootballManager2009,4
714122,HalfLife,1
714122,HalfLifeBlueShift,1
714122,HalfLifeOpposingForce,1
714122,Ricochet,1
714122,TeamFortressClassic,1
748719,Arma2,1
748719,Arma2OperationArrowhead,6
748719,Arma2OperationArrowheadBeta(Obsolete),1
748719,BatmanArkhamAsylumGOTYEdition,7
748719,BatmanArkhamCityGOTY,1
748719,Borderlands2,5
748719,BrothersinArmsEarnedinBlood,1
748719,BrothersinArmsHellsHighway,1
748719,BrothersinArmsRoadtoHill30,6
748719,CabelasDangerousHunts2013,3
748719,CompanyofHeroes(NewSteamVersion),1
748719,CompanyofHeroesTalesofValor,5
748719,CounterStrike,8
748719,CounterStrikeGlobalOffensive,10
748719,CounterStrikeSource,3
748719,DayofDefeat,2
748719,DayZ,9
748719,DeathmatchClassic,1
748719,Dishonored,7
748719,HalfLife,1
748719,HalfLife2,1
748719,HalfLife2Deathmatch,1
748719,HalfLife2LostCoast,1
748719,HalfLifeBlueShift,1
748719,HalfLifeOpposingForce,1
748719,Might&MagicHeroesVI,5
748719,NaturalSelection2,5
748719,Ricochet,1
748719,SidMeiersCivilizationV,10
748719,TeamFortressClassic,1
835015,CounterStrike,1
835015,DayofDefeat,1
835015,DeathmatchClassic,1
835015,HalfLife,1
835015,HalfLifeBlueShift,1
835015,HalfLifeOpposingForce,1
835015,Ricochet,1
835015,TeamFortressClassic,1
871990,CounterStrike,5
871990,CounterStrikeSource,10
871990,DayofDefeat,2
871990,DeathmatchClassic,1
871990,HalfLife,1
871990,HalfLife2,1
871990,HalfLife2Deathmatch,1
871990,HalfLife2LostCoast,1
871990,HalfLifeBlueShift,1
871990,HalfLifeOpposingForce,1
871990,Ricochet,1
871990,TeamFortressClassic,1
948368,CounterStrike,6
948368,CounterStrikeSource,10
948368,DayofDefeat,1
948368,DeathmatchClassic,1
948368,DiRT3,1
948368,DiRT3CompleteEdition,1
948368,HalfLife,1
948368,HalfLife2,2
948368,HalfLife2Deathmatch,1
948368,HalfLife2LostCoast,1
948368,HalfLifeBlueShift,1
948368,HalfLifeOpposingForce,1
948368,Ricochet,1
948368,TeamFortressClassic,1
975449,AValleyWithoutWind,1
975449,AValleyWithoutWind2,3
975449,ARES,5
975449,AIWarFleetCommand,1
975449,AgeofChivalry,5
975449,AirConflictsPacificCarriers,2
975449,AlanWake,5
975449,AlanWakesAmericanNightmare,1
975449,AlienSwarm,7
975449,AlienZombieMegadeath,1
975449,AmnesiaTheDarkDescent,9
975449,AndYetItMoves,2
975449,AnnaExtendedEdition,1
975449,AnomalyWarzoneEarth,2
975449,Antichamber,1
975449,Aquaria,1
975449,ArcaniA,1
975449,ArmaColdWarAssault,1
975449,AssassinsCreedII,9
975449,AssassinsCreedIII,9
975449,AssassinsCreedRevelations,9
975449,AtomZombieSmasher,4
975449,AvadonTheBlackFortress,3
975449,Avernum4,1
975449,Avernum5,1
975449,Avernum6,1
975449,AvernumEscapeFromthePit,1
975449,Awesomenauts,7
975449,BITTRIPRUNNER,5
975449,BacktotheFutureEp1ItsAboutTime,1
975449,BacktotheFutureEp2GetTannen!,1
975449,BacktotheFutureEp3CitizenBrown,1
975449,BacktotheFutureEp4DoubleVisions,1
975449,BacktotheFutureEp5OUTATIME,1
975449,BatmanArkhamAsylumGOTYEdition,8
975449,BatmanArkhamCity,4
975449,BatmanArkhamCityGOTY,9
975449,BeatbuddyTaleoftheGuardians,1
975449,"BenThere,DanThat!",1
975449,BioShock,2
975449,BlackwellDeception,1
975449,BlocksThatMatter,7
975449,BloodBowlLegendaryEdition,1
975449,Borderlands,7
975449,BorderlandsDLCClaptrapsNewRobotRevolution,1
975449,BorderlandsDLCMadMoxxisUnderdomeRiot,1
975449,BorderlandsDLCTheSecretArmoryofGeneralKnoxx,1
975449,BorderlandsDLCTheZombieIslandofDrNed,1
975449,Braid,6
975449,BrothersATaleofTwoSons,1
975449,BrothersinArmsHellsHighway,7
975449,BrtalLegend,1
975449,BulletCandy,1
975449,Bulletstorm,5
975449,BurnoutParadiseTheUltimateBox,6
975449,CallofDutyWorldatWar,6
975449,CallofJuarezGunslinger,2
975449,CaveStory+,2
975449,CitiesXLPlatinum,2
975449,Closure,1
975449,Cogs,2
975449,CommandandConquerRedAlert3Uprising,2
975449,Confrontation,2
975449,CortexCommand,1
975449,CostumeQuest,4
975449,CounterStrike,2
975449,CounterStrikeGlobalOffensive,9
975449,CounterStrikeSource,5
975449,CrayonPhysicsDeluxe,1
975449,Crysis2MaximumEdition,8
975449,CrysisWarhead,6
975449,CrysisWars,2
975449,DEFCON,5
975449,DOOMIIHellonEarth,1
975449,DarkMessiahofMight&MagicMultiPlayer,1
975449,DarkMessiahofMight&MagicSinglePlayer,2
975449,DarkestHourEurope4445,1
975449,DarksidersII,3
975449,Darwinia,1
975449,DayofDefeat,1
975449,DayofDefeatSource,6
975449,DeadIsland,6
975449,Deadlight,1
975449,DeadlightOriginalSoundtrack,1
975449,DearEsther,2
975449,DeathSpank,8
975449,DeathSpankThongsOfVirtue,2
975449,DeathmatchClassic,1
975449,DefenseGrid2,2
975449,DefenseGridResurgenceMapPack1,1
975449,DefenseGridResurgenceMapPack2,1
975449,DefenseGridResurgenceMapPack3,1
975449,DefenseGridResurgenceMapPack4,1
975449,DefenseGridTheAwakening,8
975449,DeusExHumanRevolution,9
975449,DeusExHumanRevolutionTheMissingLink,6
975449,DiRT3,3
975449,DiRT3CompleteEdition,4
975449,DinoDDay,1
975449,DivinityIIDevelopersCut,1
975449,DocClockTheToastedSandwichofTime,2
975449,DogFighter,4
975449,Dota2,9
975449,Dungeonland,1
975449,DungeonlandAllaccesspass,1
975449,DungeonsofDredmor,6
975449,DustAnElysianTail,1
975449,Dwarfs!?,1
975449,EDGE,1
975449,EetsMunchies,1
975449,EmpireTotalWar,9
975449,Eufloria,1
975449,EufloriaHD,1
975449,EufloriaHDOriginalSoundtrack,1
975449,EuropaUniversalisIII,5
975449,FEZ,1
975449,FTLFasterThanLight,5
975449,FaerieSolitaire,5
975449,FarCry2,4
975449,FarCry2FortunesPack,1
975449,FarCry3,3
975449,FarCry3BloodDragon,2
975449,FateoftheWorld,3
975449,FindingTeddy,1
975449,FindingTeddySoundtrack,1
975449,FloatingPoint,1
975449,ForeignLegionBucketsofBlood,2
975449,FoulPlay,3
975449,FrozenSynapse,8
975449,GalacticCivilizationsIIUltimateEdition,5
975449,GalaxyonFire2FullHD,2
975449,GalconFusion,7
975449,GameofThrones,1
975449,GarrysMod,2
975449,GeminiRue,2
975449,Geneforge1,1
975449,Geneforge2,1
975449,Geneforge3,1
975449,Geneforge4,1
975449,Geneforge5,1
975449,GeometryWarsRetroEvolved,2
975449,GianaSistersTwistedDreams,1
975449,Gish,1
975449,GratuitousSpaceBattles,6
975449,Guacamelee!GoldEdition,1
975449,Gunpoint,1
975449,"Hack,Slash,Loot",1
975449,HackerEvolutionUntold,1
975449,HackerEvolutionDuality,1
975449,HalfMinuteHeroSuperMegaNeoClimaxUltimateBoy,1
975449,HalfLife,4
975449,HalfLife2,7
975449,HalfLife2Deathmatch,7
975449,HalfLife2EpisodeOne,1
975449,HalfLife2EpisodeTwo,2
975449,HalfLife2LostCoast,1
975449,HalfLifeBlueShift,5
975449,HalfLifeOpposingForce,2
975449,Hammerfight,1
975449,Hammerwatch,1
975449,HardReset,3
975449,HardResetExileDLC,1
975449,HectorEp1,1
975449,HectorEp2,1
975449,HectorEp3,1
975449,Home,1
975449,HotlineMiami,7
975449,"IHaveNoMouth,andIMustScream",2
975449,IndieGameTheMovie,1
975449,InsurgencyModernInfantryCombat,2
975449,IronGripWarlord,4
975449,Jamestown,4
975449,JollyRover,2
975449,JustCause2,10
975449,JustCause2MultiplayerMod,2
975449,KillingFloor,7
975449,KillingFloorModDefenceAlliance2,1
975449,KingsBountyArmoredPrincess,5
975449,KingsBountyCrossworlds,5
975449,LaraCroftandtheGuardianofLight,1
975449,Left4Dead,10
975449,Left4Dead2,10
975449,LegendofGrimrock,5
975449,LeviathanWarships,1
975449,LittleInferno,1
975449,LugaruHD,1
975449,MacGuffinsCurse,4
975449,Machinarium,3
975449,MadballsinBaboInvasion,5
975449,Magicka,9
975449,MagickaNippon,1
975449,MagickaVietnam,1
975449,MagickaWizardsSurvivalKit,1
975449,MareNostrum,1
975449,MarkoftheNinja,3
975449,MassEffect,9
975449,MasterLevelsforDOOMII,1
975449,MaxPayne2TheFallofMaxPayne,1
975449,MaxPayne3,8
975449,McPixel,6
975449,MedievalIITotalWar,1
975449,MedievalIITotalWarKingdoms,1
975449,Memoria,1
975449,Metro2033,8
975449,MidnightClubII,1
975449,MirrorsEdge,7
975449,Monaco,1
975449,MonsterLovesYou!,1
975449,Mount&BladeWarband,7
975449,Multiwinia,4
975449,NapoleonTotalWar,9
975449,NaturalSelection2,2
975449,NethergateResurrection,1
975449,NightSky,1
975449,Nimbus,2
975449,OddworldAbesOddysee,1
975449,OffspringFling!,5
975449,"OntheRainSlickPrecipiceofDarkness,EpisodeOne",1
975449,"OntheRainSlickPrecipiceofDarkness,EpisodeTwo",1
975449,OrcsMustDie!,7
975449,Osmos,2
975449,PAYDAYTheHeist,6
975449,PCGamer,2
975449,PainkillerHell&Damnation,2
975449,PennyArcadesOntheRainSlickPrecipiceofDarkness3,1
975449,PenumbraOverture,1
975449,PixelJunkMonstersUltimate,1
975449,PlainSight,6
975449,PlanetSide2,1
975449,PokerNightattheInventory,4
975449,Portal,6
975449,Portal2,9
975449,PortalStoriesMel,1
975449,PrinceofPersia,3
975449,ProjectZomboid,2
975449,Proteus,3
975449,Psychonauts,5
975449,PsychonautsDemo,1
975449,PuzzleAgent,1
975449,PuzzleAgent2,1
975449,RAGE,9
975449,RAWRealmsofAncientWar,1
975449,RaceTheSun,3
975449,RedFactionArmageddon,1
975449,RedFactionGuerrillaSteamEdition,4
975449,RedOrchestra2HeroesofStalingradSinglePlayer,1
975449,RedOrchestraOstfront4145,1
975449,RenegadeOps,7
975449,RevengeoftheTitans,5
975449,Ricochet,1
975449,Risen2DarkWaters,1
975449,RisingStorm/RedOrchestra2Multiplayer,6
975449,Robocraft,1
975449,Rochard,1
975449,RockofAges,6
975449,RogueLegacy,8
975449,RomeTotalWar,4
975449,STALKERShadowofChernobyl,8
975449,Sacred2Gold,1
975449,SaintsRow2,1
975449,SaintsRowTheThird,6
975449,Saira,2
975449,Sam&Max301ThePenalZone,2
975449,Sam&Max302TheTombofSammunMak,1
975449,Sam&Max303TheyStoleMaxsBrain!,1
975449,Sam&Max304BeyondtheAlleyoftheDolls,1
975449,Sam&Max305TheCitythatDaresnotSleep,1
975449,Samorost2,1
975449,Sanctum,4
975449,Scoregasm,2
